Graph Size,Runtime (milliseconds)
1726,19891.376221
1727,19933.549443
1728,20029.465139
1729,19856.696903
1730,19937.883851
1731,20071.790807
1732,20241.545859
1733,20207.889841
1734,20244.110437
1735,20262.767068
1736,20287.22742
1737,20357.149499
1738,20319.975291
1739,20541.763992
1740,20388.336486
1741,20409.755549
1742,20474.6644
1743,20562.023577
1744,20585.582968
1745,20593.175561
1746,20553.39194
1747,20713.208664
1748,20630.750683
1749,20809.270111
1750,20724.021661
1751,20746.487715
1752,20855.842764
1753,20842.79197
1754,20819.523001
1755,20882.060391
1756,20937.086792
1757,20937.495707
1758,21015.534325
1759,20995.245852
1760,21041.996368
1761,21044.955147
1762,21309.736303
1763,21248.229389
1764,21162.840431
1765,21169.495947
1766,21246.064908
1767,21292.623626
1768,21283.429773
1769,21348.580227
1770,21377.208344
1771,21488.503585
1772,21405.802695
1773,21500.52246
1774,21439.787612
1775,21688.576021
1776,21555.256772
1777,21592.690748
1778,21677.067467
1779,21651.143145
1780,21694.665989
1781,21707.873192
1782,21749.47894
1783,21848.231444
1784,21788.246926
1785,21882.150141
1786,21893.83204
1787,21828.46949
1788,21980.629612
1789,21951.082123
1790,21996.448687
1791,22178.18685
1792,22231.598891
1793,22146.68759
1794,21984.461392
1795,22231.736559
1796,22289.253717
1797,22298.765037
1798,22325.651846
1799,22343.382824
1800,22279.315841
1801,22294.128599
1802,22411.743121
1803,22496.919243
1804,22334.133904
1805,22522.73277
1806,22478.247031
1807,22507.570772
1808,22591.191058
1809,22456.004886
1810,22651.764134
1811,22693.776429
1812,22686.579507
1813,22737.152353
1814,22865.010325
1815,23141.473642
1816,22978.666512
1817,22840.912987
1818,22928.403976
1819,22924.61755
1820,22908.905759
1821,23029.817378
1822,23010.260117
1823,23068.241946
1824,23027.806026
1825,23137.760248
1826,23190.918297
1827,23252.469089
1828,23131.187881
1829,23188.571024
1830,23252.772568
1831,23267.428604
1832,23548.605681
1833,23466.934782
1834,23472.848016
1835,23378.053362
1836,23581.477045
1837,23480.34903
1838,23595.583219
1839,23505.215744
1840,23533.956937
1841,23693.562582
1842,23762.747188
1843,23703.343327
1844,23772.836147
1845,23693.126073
1846,23946.450219
1847,23985.25204
1848,23928.008363
1849,23997.973057
1850,23980.722643
1851,24006.244746
1852,24164.227596
1853,24004.406613
1854,23982.853094
1855,24216.969687
1856,24262.263243
1857,24181.881723
1858,24269.729749
1859,24328.600638
1860,24420.151114
1861,24310.004332
1862,24287.166527
1863,24401.78381
1864,24318.59677
1865,24447.546953
1866,24550.165674
1867,24518.902001
1868,24697.473638
1869,24627.892942
1870,24566.388394
1871,25045.174679
1872,24677.432946
1873,24725.418691
1874,24852.819543
1875,24887.764744
1876,24842.073249
1877,24864.899468
1878,24955.005567
1879,25000.320818
1880,25115.000944
1881,24901.846602
1882,25286.700885
1883,25135.0534
1884,25119.815954
1885,25257.859474
1886,25178.750656
1887,25259.883144
1888,25161.210175
1889,25350.938829
1890,25308.458315
1891,25476.372415
1892,25409.403892
1893,25444.138317
1894,25454.591121
1895,25645.737578
1896,25468.366274
1897,25607.557845
1898,25780.106572
1899,25709.819245
1900,25814.646725
1901,25794.985746
1902,25787.459313
1903,25773.517891
1904,25868.980739
1905,25780.540219
1906,25863.1725
1907,25869.129122
1908,25908.848725
1909,25920.260899
1910,26054.89872
1911,26105.92508
1912,26068.625143
1913,26170.385717
1914,26193.709086
1915,26124.20863
1916,26274.353357
1917,26268.471898
1918,26275.585823
1919,26277.234828
1920,26405.960649
1921,26369.260509
1922,26446.488862
1923,26618.632906
1924,26507.807721
1925,26589.912488
1926,26472.914944
1927,26683.415199
1928,26739.098414
1929,26695.093326
1930,26802.580059
1931,26928.35165
1932,26783.879822
1933,26779.965408
1934,26977.817094
1935,26989.798383
1936,27046.733841
1937,27113.894652
1938,27117.201734
1939,27101.815682
1940,27119.304157
1941,27275.47288
1942,27283.959957
1943,27259.308509
1944,27226.303127
1945,27445.498834
1946,27292.495378
1947,27536.927488
1948,27432.119435
1949,28016.662707
1950,27698.271902
1951,27540.33671
1952,27610.609639
1953,27672.884214
1954,27712.729871
1955,27729.650354
1956,27849.533593
1957,27816.005599
1958,27873.584052
1959,27940.556533
1960,27970.082669
1961,28016.784208
1962,28038.660597
1963,28114.109495
1964,28183.613487
1965,28067.496412
1966,28252.161785
1967,28119.21202
1968,28172.361481
1969,28321.332821
1970,28229.325699
1971,28505.610922
1972,28174.926949
1973,28444.898235
1974,28600.904741
1975,28473.861075
1976,28572.58698
1977,28660.811807
1978,28604.539205
1979,28777.675567
1980,28830.541281
1981,28815.261089
1982,28861.335491
1983,28768.036589
1984,28850.520284
1985,28928.487251
1986,28942.426062
1987,28898.607576
1988,29065.32095
1989,29100.389295
1990,29093.134904
1991,29169.241965
1992,29104.390734
1993,29166.869249
1994,29229.415001
1995,29406.465014
1996,29338.541016
1997,29453.090269
1998,29373.021286
1999,29418.58986
2000,29449.705862
